actual,prediction,error,index,hr,workingday,season,weathersit,time_of_day
14,32.0,18.0,517,16,0,1,1,Afternoon
6,16.8,10.8,518,17,0,1,1,Evening
9,20.2,11.2,519,18,0,1,1,Evening
10,15.2,5.199999999999999,520,19,0,1,1,Evening
40,71.0,31.0,521,20,0,1,1,Evening
181,177.0,4.0,522,21,0,1,1,Evening
554,367.4,186.60000000000002,523,22,0,1,1,Night
808,540.6,267.4,524,23,0,1,1,Night
348,257.4,90.60000000000002,525,0,1,1,1,Night
178,167.8,10.199999999999989,526,1,1,1,1,Night
253,208.0,45.0,527,3,1,1,1,Night
360,286.4,73.60000000000002,528,4,1,1,1,Night
300,289.4,10.600000000000023,529,5,1,1,1,Morning
301,236.4,64.6,530,6,1,1,1,Morning
338,233.0,105.0,531,7,1,1,1,Morning
493,383.6,109.39999999999998,532,8,1,1,1,Morning
870,682.2,187.79999999999995,533,9,1,1,1,Morning
812,790.0,22.0,534,10,1,1,1,Morning
643,621.8,21.200000000000045,535,11,1,1,1,Morning
427,383.0,44.0,536,12,1,1,2,Afternoon
313,364.4,51.39999999999998,537,13,1,1,2,Afternoon
235,204.8,30.19999999999999,538,14,1,1,2,Afternoon
157,167.6,10.599999999999994,539,15,1,1,1,Afternoon
65,26.2,38.8,540,16,1,1,1,Afternoon
23,29.0,6.0,541,17,1,1,1,Evening
17,26.2,9.2,542,18,1,1,1,Evening
5,19.0,14.0,543,19,1,1,1,Evening
8,18.8,10.8,544,20,1,1,1,Evening
35,66.6,31.599999999999994,545,21,1,1,1,Evening
163,150.0,13.0,546,22,1,1,2,Night
532,530.6,1.3999999999999773,547,23,1,1,2,Night
754,569.4,184.60000000000002,548,0,1,1,2,Night
396,446.6,50.60000000000002,549,1,1,1,2,Night
234,201.4,32.599999999999994,550,2,1,1,1,Night
276,210.4,65.6,551,4,1,1,1,Night
294,298.6,4.600000000000023,552,5,1,1,1,Morning
290,307.2,17.19999999999999,553,6,1,1,1,Morning
273,269.4,3.6000000000000227,554,7,1,1,1,Morning
338,306.4,31.600000000000023,555,8,1,1,2,Morning
482,361.4,120.60000000000002,556,9,1,1,2,Morning
844,756.8,87.20000000000005,557,10,1,1,2,Morning
853,729.2,123.79999999999995,558,11,1,1,2,Morning
610,602.8,7.2000000000000455,559,12,1,1,2,Afternoon
471,450.6,20.399999999999977,560,13,1,1,2,Afternoon
307,316.6,9.600000000000023,561,14,1,1,2,Afternoon
291,109.4,181.6,562,15,1,1,2,Afternoon
152,138.4,13.599999999999994,563,16,1,1,2,Afternoon
82,37.0,45.0,564,17,1,1,1,Evening
32,18.4,13.600000000000001,565,18,1,1,2,Evening
20,14.2,5.800000000000001,566,19,1,1,2,Evening
5,7.2,2.2,567,20,1,1,1,Evening
7,9.6,2.5999999999999996,568,21,1,1,1,Evening
29,56.4,27.4,569,22,1,1,1,Night
108,130.2,22.19999999999999,570,23,1,1,2,Night
421,406.6,14.399999999999977,571,0,1,1,2,Night
690,556.0,134.0,572,1,1,1,2,Night
398,323.2,74.80000000000001,573,2,1,1,3,Night
256,173.6,82.4,574,5,1,1,3,Morning
309,232.4,76.6,575,6,1,1,3,Morning
410,322.2,87.80000000000001,576,7,1,1,3,Morning
368,329.8,38.19999999999999,577,8,1,1,3,Morning
436,267.4,168.60000000000002,578,9,1,1,3,Morning
526,304.2,221.8,579,10,1,1,3,Morning
528,431.4,96.60000000000002,580,11,1,1,3,Morning
617,703.2,86.20000000000005,581,12,1,1,3,Afternoon
546,624.2,78.20000000000005,582,13,1,1,3,Afternoon
452,527.2,75.20000000000005,583,14,1,1,3,Afternoon
356,409.8,53.80000000000001,584,15,1,1,3,Afternoon
303,282.0,21.0,585,16,1,1,4,Afternoon
277,227.8,49.19999999999999,586,17,1,1,3,Evening
174,146.6,27.400000000000006,587,16,1,1,1,Afternoon
168,146.8,21.19999999999999,588,17,1,1,1,Evening
79,85.4,6.400000000000006,589,18,1,1,1,Evening
69,72.0,3.0,590,19,1,1,1,Evening
35,43.8,8.799999999999997,591,20,1,1,1,Evening
12,66.2,54.2,592,21,1,1,1,Evening
22,9.2,12.8,593,22,1,1,1,Night
36,38.6,2.6000000000000014,594,23,1,1,1,Night
66,210.8,144.8,595,0,1,1,2,Night
162,166.0,4.0,596,1,1,1,2,Night
237,280.8,43.80000000000001,597,2,1,1,2,Night
417,400.8,16.19999999999999,598,3,1,1,2,Night
492,448.4,43.60000000000002,599,5,1,1,2,Morning
471,495.2,24.19999999999999,600,6,1,1,2,Morning
504,532.0,28.0,601,7,1,1,2,Morning
514,444.6,69.39999999999998,602,8,1,1,2,Morning
563,421.2,141.8,603,9,1,1,3,Morning
462,434.6,27.399999999999977,604,10,1,1,3,Morning
463,408.2,54.80000000000001,605,11,1,1,3,Morning
442,375.0,67.0,606,12,1,1,3,Afternoon
392,367.4,24.600000000000023,607,13,1,1,3,Afternoon
207,283.6,76.60000000000002,608,14,1,1,3,Afternoon
104,214.2,110.19999999999999,609,15,1,1,2,Afternoon
78,119.2,41.2,610,16,1,1,1,Afternoon
145,168.0,23.0,611,17,1,1,1,Evening
99,97.0,2.0,612,18,1,1,1,Evening
73,89.0,16.0,613,19,1,1,2,Evening
84,77.2,6.799999999999997,614,20,1,1,2,Evening
42,93.0,51.0,615,21,1,1,2,Evening
22,31.2,9.2,616,22,1,1,1,Night
12,14.0,2.0,617,23,1,1,1,Night
15,218.8,203.8,618,0,0,1,1,Night
42,38.8,3.200000000000003,619,1,0,1,1,Night
129,64.2,64.8,620,2,0,1,1,Night
232,248.0,16.0,621,3,0,1,1,Night
388,303.2,84.80000000000001,622,4,0,1,1,Night
489,353.0,136.0,623,6,0,1,1,Morning
545,394.2,150.8,624,7,0,1,1,Morning
493,391.2,101.80000000000001,625,8,0,1,1,Morning
457,318.8,138.2,626,9,0,1,1,Morning
355,395.4,40.39999999999998,627,10,0,1,2,Morning
474,548.6,74.60000000000002,628,11,0,1,2,Morning
503,373.4,129.60000000000002,629,12,0,1,2,Afternoon
500,337.2,162.8,630,13,0,1,2,Afternoon
292,306.0,14.0,631,14,0,1,2,Afternoon
104,254.2,150.2,632,15,0,1,1,Afternoon
171,247.6,76.6,633,16,0,1,1,Afternoon
166,144.6,21.400000000000006,634,17,0,1,1,Evening
123,82.8,40.2,635,18,0,1,1,Evening
104,68.6,35.400000000000006,636,19,0,1,2,Evening
55,53.0,2.0,637,20,0,1,1,Evening
40,73.2,33.2,638,21,0,1,1,Evening
28,35.4,7.399999999999999,639,22,0,1,1,Night
11,69.4,58.400000000000006,640,23,0,1,1,Night
4,16.2,12.2,641,0,0,1,1,Night
15,58.2,43.2,642,1,0,1,1,Night
43,50.6,7.600000000000001,643,2,0,1,1,Night
127,134.0,7.0,644,3,0,1,1,Night
229,115.6,113.4,645,4,0,1,1,Night
359,134.0,225.0,646,5,0,1,1,Morning
459,134.0,325.0,647,7,0,1,1,Morning
543,257.4,285.6,648,8,0,1,2,Morning
566,339.6,226.39999999999998,649,9,0,1,2,Morning
512,362.6,149.39999999999998,650,10,0,1,2,Morning
449,362.2,86.80000000000001,651,11,0,1,1,Morning
500,373.8,126.19999999999999,652,12,0,1,1,Afternoon
498,201.2,296.8,653,13,0,1,1,Afternoon
482,359.2,122.80000000000001,654,14,0,1,1,Afternoon
374,308.6,65.39999999999998,655,15,0,1,1,Afternoon
261,267.0,6.0,656,16,0,1,1,Afternoon
184,234.0,50.0,657,17,0,1,1,Evening
121,106.4,14.599999999999994,658,18,0,1,1,Evening
70,42.8,27.200000000000003,659,19,0,1,1,Evening
29,60.2,31.200000000000003,660,20,0,1,2,Evening
24,16.2,7.800000000000001,661,21,0,1,2,Evening
5,12.0,7.0,662,22,0,1,2,Night
10,30.0,20.0,663,23,0,1,2,Night
8,25.2,17.2,664,0,1,1,2,Night
38,61.4,23.4,665,1,1,1,1,Night
172,157.4,14.599999999999994,666,2,1,1,1,Night
493,468.0,25.0,667,3,1,1,1,Night
632,644.6,12.600000000000023,668,4,1,1,1,Night
323,415.6,92.60000000000002,669,5,1,1,1,Morning
172,179.6,7.599999999999994,670,6,1,1,1,Morning
198,195.2,2.8000000000000114,671,7,1,1,2,Morning
287,318.4,31.399999999999977,672,8,1,1,2,Morning
275,241.4,33.599999999999994,673,9,1,1,2,Morning
274,227.4,46.599999999999994,674,10,1,1,2,Morning
292,261.6,30.399999999999977,675,11,1,1,2,Morning
458,346.4,111.60000000000002,676,12,1,1,2,Afternoon
856,794.4,61.60000000000002,677,13,1,1,2,Afternoon
839,700.4,138.60000000000002,678,14,1,1,2,Afternoon
552,496.4,55.60000000000002,679,15,1,1,2,Afternoon
385,417.4,32.39999999999998,680,16,1,1,2,Afternoon
268,302.4,34.39999999999998,681,17,1,1,2,Evening
179,229.8,50.80000000000001,682,18,1,1,2,Evening
95,173.6,78.6,683,19,1,1,1,Evening
37,54.8,17.799999999999997,684,20,1,1,3,Evening
13,22.4,9.399999999999999,685,21,1,1,3,Evening
9,18.8,9.8,686,22,1,1,2,Night
4,6.4,2.4000000000000004,687,23,1,1,2,Night
5,6.6,1.5999999999999996,688,0,1,1,2,Night
40,66.8,26.799999999999997,689,1,1,1,2,Night
210,180.6,29.400000000000006,690,2,1,1,2,Night
500,535.4,35.39999999999998,691,3,1,1,2,Night
725,599.0,126.0,692,5,1,1,3,Morning
290,302.2,12.199999999999989,693,6,1,1,3,Morning
235,201.8,33.19999999999999,694,7,1,1,3,Morning
217,200.2,16.80000000000001,695,8,1,1,3,Morning
266,232.4,33.599999999999994,696,9,1,1,2,Morning
234,185.6,48.400000000000006,697,10,1,1,2,Morning
211,231.8,20.80000000000001,698,11,1,1,2,Morning
245,204.8,40.19999999999999,699,12,1,1,2,Afternoon
430,331.4,98.60000000000002,700,13,1,1,2,Afternoon
863,610.8,252.20000000000005,701,14,1,1,2,Afternoon
839,478.4,360.6,702,15,1,1,2,Afternoon
662,579.8,82.20000000000005,703,16,1,1,2,Afternoon
412,364.6,47.39999999999998,704,17,1,1,2,Evening
296,257.4,38.60000000000002,705,18,1,1,2,Evening
219,232.6,13.599999999999994,706,19,1,1,2,Evening
150,121.4,28.599999999999994,707,20,1,1,2,Evening
65,45.0,20.0,708,21,1,1,2,Evening
18,40.8,22.799999999999997,709,22,1,1,2,Night
8,14.2,6.199999999999999,710,23,1,1,3,Night
9,8.6,0.40000000000000036,711,0,1,1,3,Night
8,5.6,2.4000000000000004,712,1,1,1,3,Night
38,61.0,23.0,713,2,1,1,3,Night
200,142.4,57.599999999999994,714,3,1,1,3,Night
482,376.6,105.39999999999998,715,4,1,1,3,Night
646,482.6,163.39999999999998,716,5,1,1,3,Morning
123,180.6,57.599999999999994,717,6,1,1,3,Morning
49,46.2,2.799999999999997,718,7,1,1,3,Morning
62,138.0,76.0,719,8,1,1,3,Morning
137,164.2,27.19999999999999,720,9,1,1,2,Morning
191,215.0,24.0,721,10,1,1,2,Morning
216,194.6,21.400000000000006,722,11,1,1,2,Morning
270,232.8,37.19999999999999,723,12,1,1,2,Afternoon
416,325.0,91.0,724,13,1,1,1,Afternoon
808,632.6,175.39999999999998,725,14,1,1,1,Afternoon
835,621.6,213.39999999999998,726,15,1,1,1,Afternoon
558,539.4,18.600000000000023,727,16,1,1,1,Afternoon
406,349.6,56.39999999999998,728,17,1,1,1,Evening
272,244.2,27.80000000000001,729,18,1,1,1,Evening
217,163.4,53.599999999999994,730,19,1,1,1,Evening
169,116.4,52.599999999999994,731,20,1,1,1,Evening
96,54.0,42.0,732,21,1,1,1,Evening
29,30.8,1.8000000000000007,733,22,1,1,1,Night
11,13.8,2.8000000000000007,734,23,1,1,1,Night
9,7.2,1.7999999999999998,735,0,1,1,1,Night
8,37.6,29.6,736,1,1,1,1,Night
40,30.4,9.600000000000001,737,2,1,1,1,Night
140,141.6,1.5999999999999943,738,3,1,1,1,Night
486,364.4,121.60000000000002,739,5,1,1,1,Morning
719,492.6,226.39999999999998,740,6,1,1,1,Morning
344,419.0,75.0,741,7,1,1,1,Morning
224,195.6,28.400000000000006,742,8,1,1,1,Morning
296,187.8,108.19999999999999,743,9,1,1,1,Morning
323,254.4,68.6,744,10,1,1,1,Morning
354,256.8,97.19999999999999,745,11,1,1,1,Morning
253,245.4,7.599999999999994,746,12,1,1,1,Afternoon
331,265.0,66.0,747,13,1,1,1,Afternoon
470,428.6,41.39999999999998,748,14,1,1,1,Afternoon
772,710.6,61.39999999999998,749,15,1,1,1,Afternoon
792,679.4,112.60000000000002,750,16,1,1,1,Afternoon
568,469.4,98.60000000000002,751,17,1,1,1,Evening
391,401.8,10.800000000000011,752,18,1,1,1,Evening
301,278.4,22.600000000000023,753,19,1,1,1,Evening
299,185.8,113.19999999999999,754,20,1,1,1,Evening
248,137.6,110.4,755,21,1,1,1,Evening
150,115.0,35.0,756,22,1,1,1,Night
117,63.2,53.8,757,23,1,1,1,Night
77,70.0,7.0,758,0,1,1,2,Night
43,52.4,9.399999999999999,759,1,1,1,2,Night
11,39.6,28.6,760,2,1,1,2,Night
15,77.6,62.599999999999994,761,3,1,1,2,Night
34,97.4,63.400000000000006,762,5,1,1,2,Morning
82,61.6,20.4,763,6,1,1,2,Morning
230,141.4,88.6,764,7,1,1,1,Morning
348,229.4,118.6,765,8,1,1,1,Morning
422,393.4,28.600000000000023,766,9,1,1,2,Morning
578,478.2,99.80000000000001,767,10,1,1,2,Morning
694,468.2,225.8,768,11,1,1,1,Morning
668,500.4,167.60000000000002,769,12,1,1,2,Afternoon
626,478.6,147.39999999999998,770,13,1,1,2,Afternoon
512,374.2,137.8,771,14,1,1,2,Afternoon
114,338.8,224.8,772,15,1,1,2,Afternoon
171,277.4,106.39999999999998,773,16,1,1,2,Afternoon
167,283.8,116.80000000000001,774,17,1,1,2,Evening
215,216.4,1.4000000000000057,775,18,1,1,2,Evening
194,194.4,0.4000000000000057,776,19,1,1,2,Evening
181,203.4,22.400000000000006,777,20,1,1,2,Evening
194,137.2,56.80000000000001,778,21,1,1,2,Evening
133,122.2,10.799999999999997,779,22,1,1,2,Night
124,110.4,13.599999999999994,780,23,1,1,2,Night
124,90.6,33.400000000000006,781,0,0,1,2,Night
96,78.0,18.0,782,1,0,1,2,Night
46,45.8,0.20000000000000284,783,2,0,1,2,Night
28,6.2,21.8,784,3,0,1,2,Night
55,15.2,39.8,785,4,0,1,3,Night
35,15.6,19.4,786,5,0,1,3,Morning
70,46.4,23.6,787,6,0,1,3,Morning
170,140.4,29.599999999999994,788,7,0,1,3,Morning
299,144.4,154.6,789,8,0,1,3,Morning
495,259.6,235.39999999999998,790,9,0,1,3,Morning
585,501.0,84.0,791,10,0,1,3,Morning
757,445.8,311.2,792,11,0,1,3,Morning
729,411.8,317.2,793,12,0,1,3,Afternoon
647,500.0,147.0,794,13,0,1,3,Afternoon
696,458.6,237.39999999999998,795,14,0,1,3,Afternoon
701,504.4,196.60000000000002,796,15,0,1,3,Afternoon
671,480.6,190.39999999999998,797,16,0,1,3,Afternoon
560,466.0,94.0,798,17,0,1,2,Evening
496,416.0,80.0,799,18,0,1,2,Evening
356,317.0,39.0,800,19,0,1,2,Evening
206,249.0,43.0,801,20,0,1,1,Evening
189,147.0,42.0,802,21,0,1,1,Evening
92,66.4,25.599999999999994,803,22,0,1,1,Night
41,52.6,11.600000000000001,804,23,0,1,1,Night
18,23.6,5.600000000000001,805,0,0,1,1,Night
17,9.2,7.800000000000001,806,1,0,1,1,Night
12,4.2,7.8,807,2,0,1,1,Night
5,4.4,0.5999999999999996,808,3,0,1,1,Night
40,49.0,9.0,809,4,0,1,1,Night
180,136.2,43.80000000000001,810,5,0,1,1,Morning
447,397.6,49.39999999999998,811,6,0,1,1,Morning
730,517.4,212.60000000000002,812,7,0,1,1,Morning
361,244.0,117.0,813,8,0,1,1,Morning
210,164.2,45.80000000000001,814,9,0,1,1,Morning
236,177.4,58.599999999999994,815,10,0,1,1,Morning
332,248.2,83.80000000000001,816,11,0,1,1,Morning
323,234.8,88.19999999999999,817,12,0,1,1,Afternoon
340,267.4,72.60000000000002,818,13,0,1,1,Afternoon
346,291.0,55.0,819,14,0,1,1,Afternoon
488,387.4,100.60000000000002,820,15,0,1,1,Afternoon
871,738.0,133.0,821,16,0,1,1,Afternoon
968,632.8,335.20000000000005,822,17,0,1,1,Evening
633,515.6,117.39999999999998,823,18,0,1,1,Evening
390,382.0,8.0,824,19,0,1,1,Evening
285,243.2,41.80000000000001,825,20,0,1,1,Evening
159,167.0,8.0,826,21,0,1,1,Evening
93,90.6,2.4000000000000057,827,22,0,1,1,Night
32,41.4,9.399999999999999,828,23,0,1,1,Night
10,12.8,2.8000000000000007,829,0,1,1,1,Night
6,9.0,3.0,830,1,1,1,1,Night
8,4.4,3.5999999999999996,831,2,1,1,1,Night
9,6.4,2.5999999999999996,832,3,1,1,1,Night
44,35.6,8.399999999999999,833,4,1,1,1,Night
211,145.6,65.4,834,5,1,1,1,Morning
596,383.8,212.2,835,6,1,1,1,Morning
750,577.6,172.39999999999998,836,7,1,1,1,Morning
358,340.0,18.0,837,8,1,1,2,Morning
196,173.0,23.0,838,9,1,1,1,Morning
247,205.8,41.19999999999999,839,10,1,1,1,Morning
316,260.8,55.19999999999999,840,11,1,1,1,Morning
328,267.6,60.39999999999998,841,12,1,1,2,Afternoon
255,331.8,76.80000000000001,842,13,1,1,2,Afternoon
326,282.8,43.19999999999999,843,14,1,1,2,Afternoon
536,398.6,137.39999999999998,844,15,1,1,2,Afternoon
970,813.4,156.60000000000002,845,16,1,1,2,Afternoon
877,644.8,232.20000000000005,846,17,1,1,2,Evening
596,497.2,98.80000000000001,847,18,1,1,2,Evening
461,371.6,89.39999999999998,848,19,1,1,2,Evening
310,269.4,40.60000000000002,849,20,1,1,2,Evening
216,170.2,45.80000000000001,850,21,1,1,1,Evening
109,110.0,1.0,851,22,1,1,1,Night
49,43.4,5.600000000000001,852,23,1,1,2,Night
21,19.8,1.1999999999999993,853,0,1,1,2,Night
11,8.6,2.4000000000000004,854,1,1,1,2,Night
7,8.0,1.0,855,2,1,1,2,Night
5,7.6,2.5999999999999996,856,3,1,1,3,Night
48,36.2,11.799999999999997,857,4,1,1,1,Night
205,165.2,39.80000000000001,858,5,1,1,1,Morning
557,405.4,151.60000000000002,859,6,1,1,1,Morning
770,438.8,331.2,860,7,1,1,1,Morning
328,234.0,94.0,861,8,1,1,1,Morning
205,140.8,64.19999999999999,862,9,1,1,1,Morning
232,204.4,27.599999999999994,863,10,1,1,1,Morning
352,277.6,74.39999999999998,864,11,1,1,1,Morning
323,261.6,61.39999999999998,865,12,1,1,1,Afternoon
278,214.2,63.80000000000001,866,13,1,1,2,Afternoon
318,247.2,70.80000000000001,867,14,1,1,1,Afternoon
509,358.6,150.39999999999998,868,15,1,1,1,Afternoon
925,770.6,154.39999999999998,869,16,1,1,1,Afternoon
977,705.6,271.4,870,17,1,1,1,Evening
635,599.0,36.0,871,18,1,1,1,Evening
470,443.6,26.399999999999977,872,19,1,1,1,Evening
306,335.2,29.19999999999999,873,20,1,1,1,Evening
212,238.6,26.599999999999994,874,21,1,1,1,Evening
127,114.2,12.799999999999997,875,22,1,1,1,Night
57,56.8,0.20000000000000284,876,23,1,1,1,Night
28,24.4,3.6000000000000014,877,0,1,1,1,Night
9,9.6,0.5999999999999996,878,1,1,1,1,Night
11,8.4,2.5999999999999996,879,2,1,1,1,Night
6,7.2,1.2000000000000002,880,3,1,1,1,Night
57,32.6,24.4,881,5,1,1,1,Morning
195,121.2,73.8,882,6,1,1,1,Morning
571,429.4,141.60000000000002,883,7,1,1,1,Morning
758,572.4,185.60000000000002,884,8,1,1,1,Morning
338,347.2,9.199999999999989,885,9,1,1,1,Morning
212,191.2,20.80000000000001,886,10,1,1,1,Morning
254,212.0,42.0,887,11,1,1,2,Morning
297,254.0,43.0,888,12,1,1,2,Afternoon
283,217.6,65.4,889,13,1,1,1,Afternoon
274,219.8,54.19999999999999,890,14,1,1,1,Afternoon
352,248.2,103.80000000000001,891,15,1,1,2,Afternoon
491,366.2,124.80000000000001,892,16,1,1,2,Afternoon
884,772.0,112.0,893,17,1,1,2,Evening
852,664.4,187.60000000000002,894,18,1,1,2,Evening
674,472.4,201.60000000000002,895,19,1,1,3,Evening
463,361.2,101.80000000000001,896,20,1,1,3,Evening
317,329.0,12.0,897,21,1,1,2,Evening
251,180.2,70.80000000000001,898,22,1,1,3,Night
170,75.8,94.2,899,23,1,1,3,Night
87,66.2,20.799999999999997,900,0,1,1,3,Night
41,31.4,9.600000000000001,901,1,1,1,3,Night
30,11.6,18.4,902,2,1,1,3,Night
14,6.2,7.8,903,4,1,1,2,Night
12,7.6,4.4,904,5,1,1,2,Morning
41,25.8,15.2,905,6,1,1,2,Morning
152,104.4,47.599999999999994,906,7,1,1,1,Morning
454,282.6,171.39999999999998,907,8,1,1,1,Morning
766,591.4,174.60000000000002,908,9,1,1,1,Morning
347,408.6,61.60000000000002,909,10,1,1,1,Morning
246,178.0,68.0,910,11,1,1,1,Morning
280,170.4,109.6,911,12,1,1,1,Afternoon
409,318.6,90.39999999999998,912,13,1,1,1,Afternoon
408,345.0,63.0,913,14,1,1,1,Afternoon
371,328.0,43.0,914,15,1,1,1,Afternoon
367,350.6,16.399999999999977,915,16,1,1,1,Afternoon
563,353.0,210.0,916,17,1,1,1,Evening
894,645.6,248.39999999999998,917,18,1,1,1,Evening
808,600.4,207.60000000000002,918,19,1,1,1,Evening
579,434.0,145.0,919,20,1,1,1,Evening
404,323.6,80.39999999999998,920,21,1,1,1,Evening
312,265.4,46.60000000000002,921,22,1,1,1,Night
229,183.2,45.80000000000001,922,23,1,1,1,Night
195,135.2,59.80000000000001,923,0,1,1,1,Night
207,141.8,65.19999999999999,924,1,1,1,1,Night
109,101.0,8.0,925,2,1,1,1,Night
93,76.0,17.0,926,5,1,1,1,Morning
37,30.0,7.0,927,6,1,1,1,Morning
6,44.4,38.4,928,7,1,1,1,Morning
16,172.6,156.6,929,8,1,1,1,Morning
33,192.6,159.6,930,9,1,1,1,Morning
73,49.2,23.799999999999997,931,10,1,1,1,Morning
212,314.8,102.80000000000001,932,11,1,1,1,Morning
342,240.2,101.80000000000001,933,12,1,1,1,Afternoon
442,378.0,64.0,934,13,1,1,1,Afternoon
627,431.8,195.2,935,14,1,1,1,Afternoon
706,539.2,166.79999999999995,936,15,1,1,1,Afternoon
704,527.6,176.39999999999998,937,16,1,1,1,Afternoon
715,503.6,211.39999999999998,938,17,1,1,1,Evening
654,504.4,149.60000000000002,939,18,1,1,1,Evening
783,509.4,273.6,940,19,1,1,1,Evening
729,543.8,185.20000000000005,941,20,1,1,1,Evening
614,512.0,102.0,942,21,1,1,1,Evening
478,420.0,58.0,943,22,1,1,1,Night
330,281.8,48.19999999999999,944,23,1,1,1,Night
296,268.8,27.19999999999999,945,0,0,1,1,Night
279,255.8,23.19999999999999,946,1,0,1,1,Night
229,204.4,24.599999999999994,947,2,0,1,1,Night
151,141.0,10.0,948,3,0,1,1,Night
117,112.8,4.200000000000003,949,4,0,1,1,Night
89,92.6,3.5999999999999943,950,5,0,1,1,Morning
48,41.6,6.399999999999999,951,6,0,1,1,Morning
8,14.4,6.4,952,7,0,1,1,Morning
13,14.2,1.1999999999999993,953,8,0,1,1,Morning
35,23.6,11.399999999999999,954,9,0,1,1,Morning
71,46.0,25.0,955,10,0,1,1,Morning
128,118.6,9.400000000000006,956,11,0,1,1,Morning
296,200.8,95.19999999999999,957,12,0,1,1,Afternoon
490,369.2,120.80000000000001,958,13,0,1,1,Afternoon
559,429.8,129.2,959,14,0,1,1,Afternoon
656,457.4,198.60000000000002,960,15,0,1,1,Afternoon
694,481.6,212.39999999999998,961,16,0,1,1,Afternoon
635,495.0,140.0,962,17,0,1,1,Evening
557,495.8,61.19999999999999,963,18,0,1,1,Evening
596,478.0,118.0,964,19,0,1,1,Evening
570,385.2,184.8,965,20,0,1,1,Evening
481,395.2,85.80000000000001,966,21,0,1,1,Evening
403,375.2,27.80000000000001,967,22,0,1,1,Night
324,314.4,9.600000000000023,968,23,0,1,1,Night
191,247.0,56.0,969,0,0,1,1,Night
127,142.0,15.0,970,1,0,1,1,Night
94,81.8,12.200000000000003,971,2,0,1,2,Night
45,45.2,0.20000000000000284,972,3,0,1,2,Night
21,17.8,3.1999999999999993,973,4,0,1,2,Night
13,6.4,6.6,974,6,0,1,2,Morning
7,6.0,1.0,975,7,0,1,2,Morning
11,6.2,4.8,976,8,0,1,2,Morning
45,37.4,7.600000000000001,977,9,0,1,2,Morning
164,103.8,60.2,978,10,0,1,1,Morning
492,393.6,98.39999999999998,979,11,0,1,1,Morning
683,519.8,163.20000000000005,980,12,0,1,1,Afternoon
299,242.8,56.19999999999999,981,13,0,1,1,Afternoon
202,147.4,54.599999999999994,982,14,0,1,2,Afternoon
252,196.2,55.80000000000001,983,15,0,1,2,Afternoon
295,236.2,58.80000000000001,984,16,0,1,2,Afternoon
343,240.2,102.80000000000001,985,17,0,1,1,Evening
332,211.8,120.19999999999999,986,18,0,1,1,Evening
338,247.6,90.4,987,19,0,1,1,Evening
453,257.0,196.0,988,20,0,1,1,Evening
842,558.8,283.20000000000005,989,21,0,1,1,Evening
774,531.2,242.79999999999995,990,22,0,1,1,Night
486,465.2,20.80000000000001,991,23,0,1,1,Night
340,285.8,54.19999999999999,992,0,1,1,1,Night
233,173.0,60.0,993,1,1,1,1,Night
129,91.6,37.400000000000006,994,2,1,1,1,Night
70,45.2,24.799999999999997,995,3,1,1,1,Night
13,16.6,3.6000000000000014,996,4,1,1,1,Night
5,19.6,14.600000000000001,997,5,1,1,1,Morning
4,17.4,13.399999999999999,998,6,1,1,1,Morning
6,18.8,12.8,999,7,1,1,1,Morning
7,21.0,14.0,1000,8,1,1,1,Morning
48,32.6,15.399999999999999,1001,9,1,1,1,Morning
167,126.0,41.0,1002,10,1,1,1,Morning
356,260.4,95.60000000000002,1003,11,1,1,1,Morning
672,343.0,329.0,1004,12,1,1,1,Afternoon
293,242.6,50.400000000000006,1005,13,1,1,1,Afternoon
160,232.2,72.19999999999999,1006,14,1,1,1,Afternoon
151,177.2,26.19999999999999,1007,15,1,1,1,Afternoon
88,77.2,10.799999999999997,1008,16,1,1,1,Afternoon
114,171.6,57.599999999999994,1009,17,1,1,1,Evening
143,63.0,80.0,1010,18,1,1,1,Evening
36,79.4,43.400000000000006,1011,19,1,1,1,Evening
141,76.4,64.6,1012,20,1,1,1,Evening
338,478.6,140.60000000000002,1013,21,1,1,1,Evening
281,462.4,181.39999999999998,1014,22,1,1,1,Night
324,361.0,37.0,1015,23,1,1,1,Night
290,178.6,111.4,1016,0,1,1,1,Night
207,200.8,6.199999999999989,1017,1,1,1,1,Night
151,49.8,101.2,1018,2,1,1,1,Night
78,54.4,23.6,1019,4,1,1,1,Night
26,27.2,1.1999999999999993,1020,5,1,1,1,Morning
12,40.0,28.0,1021,6,1,1,1,Morning
3,39.0,36.0,1022,7,1,1,1,Morning
5,35.6,30.6,1023,8,1,1,1,Morning
10,4.8,5.2,1024,9,1,1,1,Morning
56,37.8,18.200000000000003,1025,10,1,1,1,Morning
172,175.2,3.1999999999999886,1026,11,1,1,1,Morning
545,439.6,105.39999999999998,1027,12,1,1,1,Afternoon
797,593.8,203.20000000000005,1028,13,1,1,1,Afternoon
362,249.8,112.19999999999999,1029,14,1,1,1,Afternoon
192,187.6,4.400000000000006,1030,15,1,1,1,Afternoon
247,156.2,90.80000000000001,1031,16,1,1,1,Afternoon
313,258.2,54.80000000000001,1032,17,1,1,1,Evening
289,269.0,20.0,1033,18,1,1,1,Evening
286,214.8,71.19999999999999,1034,19,1,1,1,Evening
311,284.4,26.600000000000023,1035,20,1,1,1,Evening
466,398.0,68.0,1036,21,1,1,1,Evening
